name	nodeType	year	placeNameFromCompany	placeNameGeocoded	lat	lon	osmID	textModified	textOriginal	normalizationNotes	lineID
J. F. Müller & Sohn A.-G., Hamburg.	company	1926	Hamburg	Hamburg	53.550341	10.000654	62782	False	J. F. Müller & Sohn A.-G., Hamburg.		35092
Genzsch & Heyse Schriftgießerei A.-G., Hamburg.	company	1926	Hamburg	Hamburg	53.550341	10.000654	62782	False	Genzsch & Heyse Schriftgießerei A.-G., Hamburg.		35093
Friedo Geerz A.-G., Schwerin.	company	1926	Schwerin	Schwerin	53.6288297	11.4148038	62685	False	Friedo Geerz A.-G., Schwerin.		35095
Naval-Reederei Aktiengesellschaft, Hamburg.	company	1926	Hamburg	Hamburg	53.550341	10.000654	62782	False	Naval-Reederei Aktiengesellschaft, Hamburg.		35098
Rheinische Union Versicherungs-A.-G., Köln.	company	1926	Köln	Köln	50.938361	6.959974	62578	False	Rheinische Union Versicherungs-A.-G., Köln.		35116
Rheinische Union Versicherungs-A.-G., Hamburg.	company	1926	Hamburg	Hamburg	53.550341	10.000654	62782	False	Rheinische Union Versicherungs-A.-G., Hamburg.	place	35117
Rhein-Union Versicherungs-Aktien-Gesellschaft, Köln.	company	1926	Köln	Köln	50.938361	6.959974	62578	False	Rhein-Union Versicherungs-Aktien-Gesellschaft, Köln.		35127
Union Seeschiffahrts-A.-G., Hamburg.	company	1926	Hamburg	Hamburg	53.550341	10.000654	62782	False	Union Seeschiffahrts-A.-G., Hamburg.		35129
Vereinsbank in Kiel.	company	1926	Kiel	Kiel	54.3227085	10.135555	27021	False	Vereinsbank in Kiel.		35161
Guatemala Plantagen-Gesellschaft in Hamburg.	company	1926	Hamburg	Hamburg	53.550341	10.000654	62782	False	Guatemala Plantagen-Gesellschaft in Hamburg.		35166
Lagerhaus-Gesellschaft in Hamburg A.-G.	company	1926	Hamburg	Hamburg	53.550341	10.000654	62782	False	Lagerhaus-Gesellschaft in Hamburg A.-G.		35167
Deutsche Ecuador Cacao Plantagen u. Export-Ges. A.-G., Hamburg.	company	1926	Hamburg	Hamburg	53.550341	10.000654	62782	False	Deutsche Ecuador Cacao Plantagen u. Export-Ges. A.-G., Hamburg.		35172
Grundbesitz A.-G. v. 1917, Hamburg.	company	1926	Hamburg	Hamburg	53.550341	10.000654	62782	False	Grundbesitz A.-G. v. 1917, Hamburg.		35179
Kattundruckerei F. Suckert, Akt.-Ges.	company	1926					-1	False	Kattundruckerei F. Suckert, Akt.-Ges.		35183
Oberschlesische Disconto-Bank Aktienges.	company	1926					-1	False	Oberschlesische Disconto-Bank Aktienges.		35191
Niederrheinische Aktien-Gesellschaft für Lederfabrikation (vormals Z. Spier), Wickrath.	company	1926	Wickrath	Wickrath	51.1334919	6.4137545	72621282	False	Niederrheinische Aktien-Gesellschaft für Lederfabrikation (vormals Z. Spier), Wickrath.		35195
Albert Hamburger Akt.-Ges., Landeshut.	company	1926	Landeshut	Landeshut	50.7837361	16.0336631	2965276	False	Albert Hamburger Akt.-Ges., Landeshut.		35217
“Tuag“ (Textil-Union A.-G.), Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	“Tuag“ (Textil-Union A.-G.), Berlin.		35225
Franz Reschke Holzindustrie Aktiengesellschaft.	company	1926					-1	False	Franz Reschke Holzindustrie Aktiengesellschaft.		35230
Tiedemann Baumwoll-Spinnerei A.-G., Krefeld.	company	1926	Krefeld	Krefeld	51.3331205	6.5623343	62748	False	Tiedemann Baumwoll-Spinnerei A.-G., Krefeld.		35236
Biochemische Industrie.	company	1926					-1	False	Biochemische Industrie.		35246
Calzitwerke Aktiengesellschaft, Dorf Itter.	company	1926	Dorf Itter	Itter	51.1605861	6.8739938	23821065	False	Calzitwerke Aktiengesellschaft, Dorf Itter.		35247
Cedenta-Werke A.-G., Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Cedenta-Werke A.-G., Berlin.		35248
Hagenbeck Film A.-G.	company	1926					-1	False	Hagenbeck Film A.-G.		35250
Hanseatische Phönix Versicherungs-Aktien-Gesellschaft, Hamburg.	company	1926	Hamburg	Hamburg	53.550341	10.000654	62782	False	Hanseatische Phönix Versicherungs-Aktien-Gesellschaft, Hamburg.		35251
Hespoha Aktiengesellschaft, Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Hespoha Aktiengesellschaft, Berlin.		35252
Mineralia A.-G. für Erzindustrie, Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Mineralia A.-G. für Erzindustrie, Berlin.		35254
Schlesische Papierfabrik A.-G. in Oberweistritz.	company	1926	Oberweistritz				-1	False	Schlesische Papierfabrik A.-G. in Oberweistritz.		35256
St. Louis San Francisco Ry. Co. in St. Louis, Mo.	company	1926	St. Louis, Mo.	Saint Louis	38.6280278	-90.1910154	1180533	False	St. Louis San Francisco Ry. Co. in St. Louis, Mo.		35260
Königl. Schwedische Reichs-Hypothekenbank, Stockholm.	company	1926	Stockholm	Stockholm	59.3251172	18.0710935	25929985	False	Königl. Schwedische Reichs-Hypothekenbank, Stockholm.		35264
Bärenbrauerei A.-G., Schwenningen.	company	1926	Schwenningen	Schwenningen	48.0657049	8.5361259	4486402	False	Bärenbrauerei A.-G., Schwenningen.		35289
Heimland-Gesellschaft Rhein-Neckar A.G., Stuttgart.	company	1926	Stuttgart	Stuttgart	48.7784485	9.1800132	2793104	False	Heimland-Gesellschaft Rhein-Neckar A.G., Stuttgart.		35292
Württembergische Privatbank A.-G. (vorm. G. Beisswenger), Stuttgart.	company	1926	Stuttgart	Stuttgart	48.7784485	9.1800132	2793104	False	Württembergische Privatbank A.-G. (vorm. G. Beisswenger), Stuttgart.		35293
Darmstädter und Nationalbank Komm.-G. a. A., Filiale Ludwigshafen.	company	1926	Ludwigshafen	Ludwigshafen am Rhein	49.4704113	8.4381568	62347	False	Darmstädter und Nationalbank Komm.-G. a. A., Filiale Ludwigshafen.		35301
Bau-Aktiengesellschaft, Ludwigshafen.	company	1926	Ludwigshafen	Ludwigshafen am Rhein	49.4704113	8.4381568	62347	False	Bau-Aktiengesellschaft, Ludwigshafen.		35305
Böhler Möbelfabrik A.-G., Böhl.	company	1926	Böhl	Bohl	45.9692795	18.5161494	575176	False	Böhler Möbelfabrik A.-G., Böhl.		35309
Bayerische Hypotheken- und Wechsel-Bank, Filiale Ludwigshafen.	company	1926	Ludwigshafen	Ludwigshafen am Rhein	49.4704113	8.4381568	62347	False	Bayerische Hypotheken- und Wechsel-Bank, Filiale Ludwigshafen.		35318
Pfalzbrauerei A.-G., Neustadt a. H.	company	1926	Neustadt a. H.	H	54.093745	10.8047516	36434962	False	Pfalzbrauerei A.-G., Neustadt a. H.		35320
Leipziger Schnellpressenfabrik A.-G. vormals Schmiers, Werner & Stein in Leipzig.	company	1926	Leipzig	Leipzig	51.3406321	12.3747329	62649	False	Leipziger Schnellpressenfabrik A.-G. vormals Schmiers, Werner & Stein in Leipzig.		35322
Bayerische Bierbrauerei zum Karlsberg vorm. Christ Weber A.-G., Homburg, Pfalz.	company	1926	Homburg, Pfalz	Saar-Pfalz-Straße	49.37081226324803	7.324213406748338	5291759	False	Bayerische Bierbrauerei zum Karlsberg vorm. Christ Weber A.-G., Homburg, Pfalz.		35323
Vereinigte Speyerer Ziegelwerke A.-G. in Mannheim.	company	1926	Mannheim	Mannheim	49.4892913	8.4673098	62691	False	Vereinigte Speyerer Ziegelwerke A.-G. in Mannheim.		35325
Osnabrücker Bank, Zweiganstalt Bad Oeynhausen.	company	1926	Bad Oeynhausen	Bad Oeynhausen	52.2014399	8.7981244	144930	False	Osnabrücker Bank, Zweiganstalt Bad Oeynhausen.		35353
Preußische Grundstücksgesellschaft m. b. H., Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Preußische Grundstücksgesellschaft m. b. H., Berlin.		35367
Dekage A.-G., Hamburg.	company	1926	Hamburg	Hamburg	53.550341	10.000654	62782	False	Dekage A.-G., Hamburg.		35391
Deutsche Togo-Gesellschaft, Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Deutsche Togo-Gesellschaft, Berlin.		35392
Gewerkschaft Neustaßfurt, Staßfurt.	company	1926	Staßfurt	Staßfurt	51.8514515	11.5929455	82601	False	Gewerkschaft Neustaßfurt, Staßfurt.		35396
Oberrheinische Versicherungsges. in Mannheim.	company	1926	Mannheim	Mannheim	49.4892913	8.4673098	62691	False	Oberrheinische Versicherungsges. in Mannheim.		35399
Terrain-A.-G. Holzhausenpark Frankfurt a. M.	company	1926	Frankfurt a. M.	Frankfurt am Main	50.1106444	8.6820917	62400	False	Terrain-A.-G. Holzhausenpark Frankfurt a. M.		35407
Ohligser Ziegelei A.-G., Ohligs.	company	1926	Ohligs	Solingen Hauptbahnhof	51.1611221	7.004223	2204326323	False	Ohligser Ziegelei A.-G., Ohligs.		35415
Industrieverlag Düsseldorf.	company	1926	Düsseldorf	Düsseldorf	51.2254018	6.7763137	62539	False	Industrieverlag Düsseldorf.		35430
Julius Gutmann, Strumpfwarenfabrik A.-G., Memmingen.	company	1926	Memmingen	Memmingen	47.9863099	10.1808016	62590	False	Julius Gutmann, Strumpfwarenfabrik A.-G., Memmingen.		35434
Nähfadfabrik, vorm. Julius Schürer, in Augsburg.	company	1926	Augsburg	Augsburg	48.3690341	10.8979522	62407	False	Nähfadfabrik, vorm. Julius Schürer, in Augsburg.		35437
Bayerischer Hof W. Spaeth A.-G., Lindau i. B.	company	1926	Lindau i. B.	Lindau	47.7285223	8.0310869	2273778223	False	Bayerischer Hof W. Spaeth A.-G., Lindau i. B.		35441
Mech. Buntweberei J. S. Fleissner in Münchberg.	company	1926	Münchberg	Münchberg	50.1911369	11.7913908	1021700	False	Mech. Buntweberei J. S. Fleissner in Münchberg.		35447
Rheinische Handelsgesellschaft m. b. H., Düsseldorf.	company	1926	Düsseldorf	Düsseldorf	51.2254018	6.7763137	62539	False	Rheinische Handelsgesellschaft m. b. H., Düsseldorf.		35466
Köln-Lindenthaler Metallwerke A.-G., Köln-Linden.	company	1926	Köln-Linden	Linden	50.9303831	6.9459091	8143108736	False	Köln-Lindenthaler Metallwerke A.-G., Köln-Linden.		35468
Eisen- u. Stahlwerk “Krone“ A.-G., Velbert.	company	1926	Velbert	Velbert	51.3406713	7.0439912	56679	False	Eisen- u. Stahlwerk “Krone“ A.-G., Velbert.		35469
Papierfabrik Rhenania A.-G. in Ratingen.	company	1926	Ratingen	Ratingen	51.2973261	6.8493503	56682	False	Papierfabrik Rhenania A.-G. in Ratingen.		35472
Styrumer Eisenindustrie i. L. in Oberhausen (Rhld.)	company	1926	Oberhausen (Rhld.)	DRK Kreisverband Oberhausen (Rhld.)e .V.	51.4778832	6.847181514798022	136861779	False	Styrumer Eisenindustrie i. L. in Oberhausen (Rhld.)		35480
Gewerkschaft zum goldenen Grund, Camberg.	company	1926	Camberg	Camberg	50.82163283132157	3.948300589574971	86503701	False	Gewerkschaft zum goldenen Grund, Camberg.		35482
Gewerkschaft Brunkensen, Brunkensen.	company	1926	Brunkensen	Brunkensen	51.9905845	9.7673951	18318246	False	Gewerkschaft Brunkensen, Brunkensen.		35484
Lisconto-Gesellschaft, Breslau.	company	1926	Breslau	Breslau	51.1089776	17.0326689	451516	False	Lisconto-Gesellschaft, Breslau.	place	35488
Gebrüder Breslauer A.-G., Berlin u. Breslau.	company	1926	Berlin u. Breslau	Müller-Breslau-Straße	52.5114817	13.3345554	269636105	False	Gebrüder Breslauer A.-G., Berlin u. Breslau.		35493
Terrain-Aktiengesellschaft Kleinbure.	company	1926					-1	False	Terrain-Aktiengesellschaft Kleinbure.		35501
“Hansa“ Automobilwerke A.-G.	company	1926					-1	False	“Hansa“ Automobilwerke A.-G.	place	35524
Internationale Continental-Caoutchouc-Co., Amsterdam.	company	1926	Amsterdam	Amsterdam	52.3730796	4.8924534	271110	False	Internationale Continental-Caoutchouc-Co., Amsterdam.		35534
Lisconto-Gesellschaft.	company	1926					-1	False	Lisconto-Gesellschaft.	place	35552
Zeche Heinrich.	company	1926					-1	False	Zeche Heinrich.		35558
Gutehoffnungshütte, Actienverein für Bergbau und Hüttenbetrieb.	company	1926					-1	False	Gutehoffnungshütte, Actienverein für Bergbau und Hüttenbetrieb.		35576
Osnabrücker Kupfer- und Drahtwerk, Osnabrück.	company	1926	Osnabrück	Osnabrück	52.2719595	8.047635	62631	False	Osnabrücker Kupfer- und Drahtwerk, Osnabrück.		35580
A. Zalewski A.-G. in Honnef.	company	1926	Honnef	Honnef	50.649923599999994	7.251352223732795	3832877	False	A. Zalewski A.-G. in Honnef.		35606
Bergische Grauwacke A.-G. in Honnef.	company	1926	Honnef	Honnef	50.649923599999994	7.251352223732795	3832877	False	Bergische Grauwacke A.-G. in Honnef.		35607
Honnefer Volksbank, Königswinter Bank e. G. m. b. H. in Honnef bezw. Königswinter.	company	1926	Honnef bezw. Königswinter				-1	False	Honnefer Volksbank, Königswinter Bank e. G. m. b. H. in Honnef bezw. Königswinter.		35609
Vereinigte Berlin-Frankfurter Gummiware-Fabriken, Berlin-Lichtenfelde-Ost, Zweigniederlassung Dresden.	company	1926	Berlin-Lichtenfelde-Ost				-1	False	Vereinigte Berlin-Frankfurter Gummiware-Fabriken, Berlin-Lichtenfelde-Ost, Zweigniederlassung Dresden.		35617
Chemische Industrie Aktien-Gesellschaft, Bochum.	company	1926	Bochum	Bochum	51.4818111	7.2196635	62644	False	Chemische Industrie Aktien-Gesellschaft, Bochum.		35625
Wagner u. Moras A.-G., Zittau.	company	1926	Zittau	Zittau	50.8960964	14.8064807	418117	False	Wagner u. Moras A.-G., Zittau.		35646
Häring & Heinrich Komm.-Ges., Frankfurt a. M.	company	1926	Frankfurt a. M.	Frankfurt am Main	50.1106444	8.6820917	62400	False	Häring & Heinrich Komm.-Ges., Frankfurt a. M.		35670
A.-G. für Bauunternehmungen, Zürich.	company	1926	Zürich	Zürich	47.3744489	8.5410422	1682248	False	A.-G. für Bauunternehmungen, Zürich.		35673
Comptoir Rhénan de Transports Fluviaux, Straßburg, Els.	company	1926	Straßburg, Els				-1	False	Comptoir Rhénan de Transports Fluviaux, Straßburg, Els.		35674
Gebr. Lismann, Bankgeschäft, Frankfurt a. M.	company	1926	Frankfurt a. M.	Frankfurt am Main	50.1106444	8.6820917	62400	False	Gebr. Lismann, Bankgeschäft, Frankfurt a. M.		35676
“Kox“ Kohlen-Import A.-G., Zürich.	company	1926	Zürich	Zürich	47.3744489	8.5410422	1682248	False	“Kox“ Kohlen-Import A.-G., Zürich.		35678
Rhin u. Sarre, Soc. Anon., Straßburg, Els.	company	1926	Straßburg, Els.				-1	False	Rhin u. Sarre, Soc. Anon., Straßburg, Els.		35680
Jos. Schilken u. Co., Trier.	company	1926	Trier	Trier	49.7596208	6.6441878	172679	False	Jos. Schilken u. Co., Trier.		35681
Thormann & Stiefel A.-G., Augsburg.	company	1926	Augsburg	Augsburg	48.3690341	10.8979522	62407	False	Thormann & Stiefel A.-G., Augsburg.		35683
Wasserkraftwerke, Eitorf.	company	1926	Eitorf	Eitorf	50.7710301	7.450353	173114	False	Wasserkraftwerke, Eitorf.		35685
Triebwagen A.-G., Kiel.	company	1926	Kiel	Kiel	54.3227085	10.135555	27021	False	Triebwagen A.-G., Kiel.		35693
Deutsche Diamantbank Aktiengesellschaft, Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Deutsche Diamantbank Aktiengesellschaft, Berlin.	ocr	35727
Hamburger Freihafen-Lagerhaus-A.-G.	company	1926	Hamburg	Hamburg	53.550341	10.000654	62782	False	Hamburger Freihafen-Lagerhaus-A.-G.		35732
H. C. E. Eggers u. Co. G. m. b. H., Hamburg.	company	1926	Hamburg	Hamburg	53.550341	10.000654	62782	False	H. C. E. Eggers u. Co. G. m. b. H., Hamburg.		35736
Zuckerfabrik Landsberg (Bez. Halle a. S.).	company	1926	Landsberg (Bez. Halle a. S.)				-1	False	Zuckerfabrik Landsberg (Bez. Halle a. S.).		35754
Actien-Malzfabrik Könnern.	company	1926	Könnern	Könnern	51.6706514	11.7713656	390045	False	Actien-Malzfabrik Könnern.		35756
Mundlos' A.-G. Nähmaschinen-Fabrik, Magdeburg.	company	1926	Magdeburg	Magdeburg	52.1315889	11.6399609	62481	False	Mundlos' A.-G. Nähmaschinen-Fabrik, Magdeburg.		35760
Kommissar d. Reichsbank, Köln.	company	1926	Köln	Köln	50.938361	6.959974	62578	False	Kommissar d. Reichsbank, Köln.		35764
Haslinde-Hoyer Brauerei A.-G., Oldenburg.	company	1926	Oldenburg	Oldenburg	53.1389753	8.2146017	62409	False	Haslinde-Hoyer Brauerei A.-G., Oldenburg.		35787
Oesterreichische Central-Boden-Credit-Bank, Wien.	company	1926	Wien	Wien	48.2083537	16.3725042	109166	False	Oesterreichische Central-Boden-Credit-Bank, Wien.		35800
A.-G. für Warenbedarf, Hamburg.	company	1926	Hamburg	Hamburg	53.550341	10.000654	62782	False	A.-G. für Warenbedarf, Hamburg.		35808
Centralausschuß der Reichsbank.	company	1926					-1	False	Centralausschuß der Reichsbank.		35826
Hardt-Wülfing A.-G., Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Hardt-Wülfing A.-G., Berlin.		35830
Hermes Aktiengesellschaft, Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Hermes Aktiengesellschaft, Berlin.	place	35834
Direction der Disconto-Gesellschaft, Filiale Halle a. S.	company	1926	Halle a. S.	Halle am See	47.12474145	9.303656788360076	290111729	False	Direction der Disconto-Gesellschaft, Filiale Halle a. S.		35838
Oelwerke Stern-Sonneborn Akl.-Ges., Hamburg.	company	1926	Hamburg	Hamburg	53.550341	10.000654	62782	False	Oelwerke Stern-Sonneborn Akl.-Ges., Hamburg.		35842
Lippische Kondorwerke Aktiengesellschaft, Lemgo.	company	1926	Lemgo	Lemgo	52.0280674	8.9012894	142624	False	Lippische Kondorwerke Aktiengesellschaft, Lemgo.		35846
Heiz- u. Bauindustrie Ernst Hildebrand, Aktiengesellschaft, Königsberg i. Pr.	company	1926	Königsberg i. Pr.	Königsberg in der Neumark	52.9629793	14.4314113	3010501	False	Heiz- u. Bauindustrie Ernst Hildebrand, Aktiengesellschaft, Königsberg i. Pr.		35851
Chemisch-Pharmazeutische A.-G., Bad Homburg v. d. H.	company	1926	Bad Homburg v. d. H.				-1	False	Chemisch-Pharmazeutische A.-G., Bad Homburg v. d. H.		35861
Lind Seelig A. G. in Heilbronn-N.	company	1926	Heilbronn-N.	Heilbronn	49.142291	9.218655	62751	False	Lind Seelig A. G. in Heilbronn-N.		35862
Papierfabrik Möckmühl Akt.-Ges., Möckmühl.	company	1926	Möckmühl	Möckmühl	49.3233013	9.3611411	409707	False	Papierfabrik Möckmühl Akt.-Ges., Möckmühl.		35864
Vamag? Vereinigte Ananas- u. Maschinen-Fabriken A.-G. Österreichische Hüllen-Bemerkwerke, Wien.	company	1926	Wien	Wien	48.2083537	16.3725042	109166	False	Vamag? Vereinigte Ananas- u. Maschinen-Fabriken A.-G. Österreichische Hüllen-Bemerkwerke, Wien.	incomplete, scan	35867
Seag, Sächs. Ein- u. Ausfuhr-Gesellschaft A.-G., Chemnitz.	company	1926	Chemnitz	Chemnitz	50.8323531	12.918914	62594	False	Seag, Sächs. Ein- u. Ausfuhr-Gesellschaft A.-G., Chemnitz.		35875
Windschild u. Langelott A.-G., Dresden.	company	1926	Dresden	Dresden	51.0493286	13.7381437	191645	False	Windschild u. Langelott A.-G., Dresden.		35876
Chemische Stockholzverwertungs-A.-G.	company	1926					-1	False	Chemische Stockholzverwertungs-A.-G.		35880
Dr. W. Kampschulte A.-G., Solingen.	company	1926	Solingen	Solingen	51.1721629	7.0845893	62699	False	Dr. W. Kampschulte A.-G., Solingen.		35918
Wadraf? Textilwerke A.-G., Rheydt.	company	1926	Rheydt	Rheydt	51.1675275	6.4458391	13154372	False	Wadraf? Textilwerke A.-G., Rheydt.		35921
Heymann & Felsenburg Pelzwaren A.-G., Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Heymann & Felsenburg Pelzwaren A.-G., Berlin.		35924
Lüneburger Kronenbrauerei A.-G., Lüneburg.	company	1926	Lüneburg	Lüneburg	53.248706	10.407855	2420744	False	Lüneburger Kronenbrauerei A.-G., Lüneburg.		35925
Ed. Schulte A.-G., Velbert.	company	1926	Velbert	Velbert	51.3406713	7.0439912	56679	False	Ed. Schulte A.-G., Velbert.		35927
N.V. Administratiekantoor Mercurius, Zandvoort.	company	1926	Zandvoort	Zandvoort	52.359522299999995	4.53502585228361	47762	False	N.V. Administratiekantoor Mercurius, Zandvoort.		35929
Compagnie des Fers et Métaux S.A., Luxemburg.	company	1926	Luxemburg	Luxemburg	49.8158683	6.1296751	2171347	False	Compagnie des Fers et Métaux S.A., Luxemburg.		35933
Gerling-Konzern Lebensversicherungs A.-G., Köln.	company	1926	Köln	Köln	50.938361	6.959974	62578	False	Gerling-Konzern Lebensversicherungs A.-G., Köln.		35935
Kölnische Boden A.-G., Köln.	company	1926	Köln	Köln	50.938361	6.959974	62578	False	Kölnische Boden A.-G., Köln.		35938
Maschinenbau A.-G., Bakke, Bochum.	company	1926	Bochum	Bochum	51.4818111	7.2196635	62644	False	Maschinenbau A.-G., Bakke, Bochum.		35940
Rheinische Rückversicherungsgruppe A.-G., Basel.	company	1926	Basel	Basel	47.5581077	7.5878261	1683619	False	Rheinische Rückversicherungsgruppe A.-G., Basel.		35941
Seegefelder Kraftfutterwerk G.m.b.H., Seegefeld.	company	1926	Seegefeld	Falkensee	52.5597359	13.0894796	30230059	False	Seegefelder Kraftfutterwerk G.m.b.H., Seegefeld.		35949
Sena-Werke, Seegefeld.	company	1926	Seegefeld	Falkensee	52.5597359	13.0894796	30230059	False	Sena-Werke, Seegefeld.		35950
Casseler Straßenbahn A.-G.	company	1926					-1	False	Casseler Straßenbahn A.-G.		35959
Siegener Bank, Filiale der Deutschen Bank, Siegen	company	1926	Siegen	Siegen	50.8751175	8.0256131	163256	False	Siegener Bank, Filiale der Deutschen Bank, Siegen		35976
Siegener Maschinenbau A.-G.	company	1926					-1	False	Siegener Maschinenbau A.-G.		35979
Bayerwerke für Holzverwertung A.-G., München.	company	1926	München	München	48.1371079	11.5753822	62428	False	Bayerwerke für Holzverwertung A.-G., München.		35986
Schlegel Schaumapparate-Brauerei A.-G., Bochum.	company	1926	Bochum	Bochum	51.4818111	7.2196635	62644	False	Schlegel Schaumapparate-Brauerei A.-G., Bochum.		35994
“Seefahrt“ Dampfschiffahrts-Reederei Aktiengesellschaft, Bremen.	company	1926	Bremen	Bremen	53.0758196	8.8071646	62559	False	“Seefahrt“ Dampfschiffahrts-Reederei Aktiengesellschaft, Bremen.		36002
Ludwigsburger Oberleitungsbahnen.	company	1926					-1	False	Ludwigsburger Oberleitungsbahnen.		36027
Leipziger Zentraltheater A.-G.	company	1926	Leipzig	Leipzig	51.3406321	12.3747329	62649	False	Leipziger Zentraltheater A.-G.		36038
Wiegand-Emmerich A.-G., Leipzig.	company	1926	Leipzig	Leipzig	51.3406321	12.3747329	62649	False	Wiegand-Emmerich A.-G., Leipzig.		36040
Deutsche Bank, Zweigstelle Cannstatt.	company	1926	Cannstatt	Bad Cannstatt	48.8048828	9.2146797	1107864	False	Deutsche Bank, Zweigstelle Cannstatt.		36046
Fouquet u. Franz A.-G., Rothenburg.	company	1926	Rothenburg	Rothenburg ob der Tauber	49.3772526	10.1790017	287759	False	Fouquet u. Franz A.-G., Rothenburg.		36048
Kurhaus Palmenwald A.-G., Freudenstadt.	company	1926	Freudenstadt	Freudenstadt	48.4637727	8.4111727	935838	False	Kurhaus Palmenwald A.-G., Freudenstadt.		36049
Chr. Belser A.-G., Stuttgart.	company	1926	Stuttgart	Stuttgart	48.7784485	9.1800132	2793104	False	Chr. Belser A.-G., Stuttgart.		36052
Gustav Lichter A.-G.	company	1926					-1	False	Gustav Lichter A.-G.		36060
Leipziger Trikotagenfabrik A.-G.	company	1926	Leipzig	Leipzig	51.3406321	12.3747329	62649	False	Leipziger Trikotagenfabrik A.-G.		36070
Niederbarnimer Kreis-Kommunal- und Kreissparkasse.	company	1926					-1	False	Niederbarnimer Kreis-Kommunal- und Kreissparkasse.		36113
Falcon-Werke A.-G., Frankfurt a. M.	company	1926	Frankfurt a. M.	Frankfurt am Main	50.1106444	8.6820917	62400	False	Falcon-Werke A.-G., Frankfurt a. M.		36128
Bayerische Landesproduktenbank A.-G., München.	company	1926	München	München	48.1371079	11.5753822	62428	False	Bayerische Landesproduktenbank A.-G., München.		36136
Möbelfabrik Thurnera & Co., Aktiengesellschaft, Leipzig.	company	1926	Leipzig	Leipzig	51.3406321	12.3747329	62649	False	Möbelfabrik Thurnera & Co., Aktiengesellschaft, Leipzig.		36162
“Säcofa“ vorm. Paul Augustin, Aktiengesellschaft, Leipzig.	company	1926	Leipzig	Leipzig	51.3406321	12.3747329	62649	False	“Säcofa“ vorm. Paul Augustin, Aktiengesellschaft, Leipzig.		36165
Norddeutsche Grund-Credit-Bank.	company	1926					-1	False	Norddeutsche Grund-Credit-Bank.	place	36199
Gildemeister u. Comp. A.-G., Bielefeld.	company	1926	Bielefeld	Bielefeld	52.0191005	8.531007	62646	False	Gildemeister u. Comp. A.-G., Bielefeld.		36215
Tonwaren-Industrie Wiesloch, A.-G., Wiesloch.	company	1926	Wiesloch	Wiesloch	49.2942599	8.698707	5446757	False	Tonwaren-Industrie Wiesloch, A.-G., Wiesloch.		36219
Ad. Haußmann, Buchdruckerei und Verlags-Anstalt A.-G., Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	Ad. Haußmann, Buchdruckerei und Verlags-Anstalt A.-G., Berlin.		36223
A. E. G. Deutsche Werke A.-G., Berlin.	company	1926	Berlin	Berlin	52.510885	13.3989367	62422	False	A. E. G. Deutsche Werke A.-G., Berlin.		36227
Gebr. de Giorgi Schokoladenfabrik Aktiengesellschaft, Frankfurt a. M.	company	1926	Frankfurt a. M.	Frankfurt am Main	50.1106444	8.6820917	62400	False	Gebr. de Giorgi Schokoladenfabrik Aktiengesellschaft, Frankfurt a. M.		36255
Tonwerk Schippach bei Klingenberg G. m. b. H.	company	1926					-1	False	Tonwerk Schippach bei Klingenberg G. m. b. H.		36264
Girozentralbank — Kommunalbank, Magdeburg.	company	1926	Magdeburg	Magdeburg	52.1315889	11.6399609	62481	False	Girozentralbank — Kommunalbank, Magdeburg.		36268
Paul Hartmann A.-G. in Heidenheim a. Brenz.	company	1926	Heidenheim a. Brenz	Brenz	48.704852551582974	10.16097121606965	319098156	False	Paul Hartmann A.-G. in Heidenheim a. Brenz.		36274
Düsseldorfer Treuhand-Gesellschaft Altenburg & Tewes A.-G., Düsseldorf.	company	1926	Düsseldorf	Düsseldorf	51.2254018	6.7763137	62539	False	Düsseldorfer Treuhand-Gesellschaft Altenburg & Tewes A.-G., Düsseldorf.		36278
Eisen- und Drahtwerk Erlau A.-G., Aalen.	company	1926	Aalen	Aalen	48.8375607	10.0929593	915486	False	Eisen- und Drahtwerk Erlau A.-G., Aalen.		36294
Gewerbebank Heidenheim a. B.	company	1926	Heidenheim a. B.	Am Berg	48.59851558836812	10.115431587686123	35480433	False	Gewerbebank Heidenheim a. B.		36295
Oldenburger Schiffswerft A.-G.	company	1926					-1	False	Oldenburger Schiffswerft A.-G.		36305
Terrain-Gesellschaft Groß-Berlin G. m. b. H.	company	1926					-1	False	Terrain-Gesellschaft Groß-Berlin G. m. b. H.		36306
Adler Phonograph Aktiengesellschaft.	company	1926					-1	False	Adler Phonograph Aktiengesellschaft.		36333
P. H. Inhoffen A.-G.	company	1926					-1	False	P. H. Inhoffen A.-G.		36335
